City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Weather Description
258,Huarmey,-10.0681,-78.1522,71.55,76,100,9.84,PE,2021-12-10 18:43:04,overcast clouds
259,Solnechnyy,50.7214,136.6319,20.12,94,100,4.92,RU,2021-12-10 18:36:18,snow
260,Tuatapere,-46.1333,167.6833,55.81,81,98,2.35,NZ,2021-12-10 18:43:04,overcast clouds
261,Bengkulu,-3.8004,102.2655,75.0,94,100,2.51,ID,2021-12-10 18:43:05,overcast clouds
262,Gurupi,-11.7292,-49.0686,79.72,84,100,3.85,BR,2021-12-10 18:43:05,overcast clouds
263,Cherskiy,68.75,161.3,-39.23,96,98,4.45,RU,2021-12-10 18:43:05,overcast clouds
264,Ambilobe,-13.2,49.05,77.09,74,99,4.83,MG,2021-12-10 18:36:50,overcast clouds
265,Santa Cruz,-17.8,-63.1667,95.05,41,40,11.5,BO,2021-12-10 18:43:06,scattered clouds
266,Yumen,40.2833,97.2,21.83,66,100,21.56,CN,2021-12-10 18:43:06,overcast clouds
267,Saint Anthony,45.0205,-93.218,31.66,85,90,1.01,US,2021-12-10 18:38:42,snow
268,Yelnya,54.5786,33.1837,29.3,93,100,14.74,RU,2021-12-10 18:43:07,overcast clouds
269,Vanavara,60.34,102.2797,-11.67,97,60,6.04,RU,2021-12-10 18:43:07,broken clouds
270,Acarau,-2.8856,-40.12,85.48,61,56,16.17,BR,2021-12-10 18:36:47,broken clouds
271,Samarai,-10.6167,150.6667,81.46,79,100,14.83,PG,2021-12-10 18:43:07,overcast clouds
272,Pacific Grove,36.6177,-121.9166,56.37,71,1,1.01,US,2021-12-10 18:37:00,clear sky
273,Taoudenni,22.6783,-3.9836,68.85,21,92,9.64,ML,2021-12-10 18:38:36,overcast clouds
274,Mkushi,-13.6202,29.3939,73.69,43,65,5.14,ZM,2021-12-10 18:43:13,broken clouds
275,Oranjestad,12.524,-70.027,85.95,63,20,8.01,AW,2021-12-10 18:41:25,few clouds
276,Kichmengskiy Gorodok,59.9816,45.7854,-4.72,100,27,1.61,RU,2021-12-10 18:43:13,scattered clouds
277,Linqiong,30.4159,103.4609,49.82,88,100,3.65,CN,2021-12-10 18:43:14,overcast clouds
278,Codrington,-38.2667,141.9667,55.76,66,100,11.39,AU,2021-12-10 18:43:15,overcast clouds
279,Cap Malheureux,-19.9842,57.6142,78.48,69,86,3.0,MU,2021-12-10 18:38:44,overcast clouds
280,Anadyr,64.75,177.4833,-16.01,75,75,8.01,RU,2021-12-10 18:43:15,broken clouds
281,Carutapera,-1.195,-46.02,81.95,78,23,9.98,BR,2021-12-10 18:43:16,few clouds
282,Yar-Sale,66.8333,70.8333,13.8,96,100,6.53,RU,2021-12-10 18:35:58,light snow
283,Tautira,-17.7333,-149.15,86.02,66,64,12.21,PF,2021-12-10 18:43:16,broken clouds
284,San Jose,37.3394,-121.895,55.81,63,20,0.0,US,2021-12-10 18:38:57,few clouds
285,Nome,64.5011,-165.4064,-15.81,93,26,7.45,US,2021-12-10 18:43:17,scattered clouds
286,Grindavik,63.8424,-22.4338,32.47,74,0,6.91,IS,2021-12-10 18:43:17,clear sky
287,Banikoara,11.2985,2.4386,80.31,17,21,5.17,BJ,2021-12-10 18:43:17,few clouds
288,Manati,18.4275,-66.4921,87.1,81,27,15.84,PR,2021-12-10 18:43:18,scattered clouds
289,Sitka,57.0531,-135.33,39.09,65,75,27.63,US,2021-12-10 18:43:18,light rain
290,Sakakah,29.9697,40.2064,58.57,47,100,9.95,SA,2021-12-10 18:43:18,overcast clouds
291,Bereda,43.2686,-7.5406,51.91,97,98,3.24,ES,2021-12-10 18:43:19,overcast clouds
292,Poronaysk,49.2167,143.1167,23.34,89,100,5.03,RU,2021-12-10 18:37:33,overcast clouds
293,Ust-Kulom,61.6864,53.6902,0.39,98,89,7.29,RU,2021-12-10 18:37:17,overcast clouds
294,Banda Aceh,5.5577,95.3222,78.08,83,97,9.1,ID,2021-12-10 18:36:58,overcast clouds
295,Yerbogachen,61.2767,108.0108,-3.03,97,100,7.65,RU,2021-12-10 18:43:19,overcast clouds
296,Puerto Ayacucho,5.6639,-67.6236,91.18,51,97,8.66,VE,2021-12-10 18:43:20,overcast clouds
297,Ukiah,39.1502,-123.2078,52.63,73,1,2.13,US,2021-12-10 18:40:02,clear sky
298,Nizwa,22.9333,57.5333,65.03,35,9,2.71,OM,2021-12-10 18:43:20,clear sky
299,Flin Flon,54.7682,-101.865,15.64,79,75,9.22,CA,2021-12-10 18:35:35,broken clouds
300,Lata,40.1629,-8.3327,55.92,98,51,4.47,PT,2021-12-10 18:35:20,broken clouds
301,Bara,10.3744,10.7288,77.23,22,100,7.81,NG,2021-12-10 18:36:10,overcast clouds
302,Umm Lajj,25.0213,37.2685,77.4,54,100,5.77,SA,2021-12-10 18:43:21,overcast clouds
303,Ndele,8.4109,20.6473,79.05,20,11,5.17,CF,2021-12-10 18:37:33,few clouds
304,Matveyev Kurgan,47.5645,38.8695,43.56,93,93,9.82,RU,2021-12-10 18:43:21,overcast clouds
305,Xining,36.6167,101.7667,25.97,74,100,2.44,CN,2021-12-10 18:43:22,light snow
306,Malangali,-8.5667,34.85,69.28,60,80,12.26,TZ,2021-12-10 18:43:22,broken clouds
307,Mogadishu,2.0371,45.3438,78.8,77,36,20.49,SO,2021-12-10 18:42:43,scattered clouds
308,Virginia Beach,36.8529,-75.978,53.02,69,90,0.0,US,2021-12-10 18:40:29,overcast clouds
309,Premia De Mar,41.4921,2.3652,59.16,63,100,3.0,ES,2021-12-10 18:43:22,overcast clouds
310,Half Moon Bay,37.4636,-122.4286,55.45,66,1,3.44,US,2021-12-10 18:36:53,haze
311,Cervo,43.6702,-7.4101,55.96,82,100,13.8,ES,2021-12-10 18:43:23,overcast clouds
312,Grand-Santi,4.25,-54.3833,81.34,91,95,2.59,GF,2021-12-10 18:43:23,overcast clouds
313,Seymchan,62.8833,152.4333,-48.42,95,26,0.43,RU,2021-12-10 18:37:53,scattered clouds
314,Amapa,1.0,-52.0,79.57,95,100,3.83,BR,2021-12-10 18:43:25,overcast clouds
315,Talnakh,69.4865,88.3972,-23.8,98,97,8.59,RU,2021-12-10 18:43:25,overcast clouds
316,Dharmanagar,24.3667,92.1667,62.51,94,0,2.24,IN,2021-12-10 18:43:25,clear sky
317,Kudahuvadhoo,2.6708,72.8944,81.32,80,81,15.41,MV,2021-12-10 18:38:33,broken clouds
318,Coahuayana,18.7333,-103.6833,90.14,40,9,5.79,MX,2021-12-10 18:43:31,clear sky
319,Hirara,24.8,125.2833,72.68,56,24,16.67,JP,2021-12-10 18:43:31,few clouds
320,Doka,13.5167,35.7667,82.24,25,0,12.86,SD,2021-12-10 18:43:31,clear sky
321,Bani,18.2833,-70.3333,87.24,52,16,15.05,DO,2021-12-10 18:43:32,few clouds
322,Pendleton,45.6721,-118.7886,44.42,62,1,8.01,US,2021-12-10 18:40:43,clear sky
323,Vila,42.0304,-8.1588,44.33,87,91,1.88,PT,2021-12-10 18:43:32,overcast clouds
324,Quatre Cocos,-20.2078,57.7625,78.1,68,95,11.52,MU,2021-12-10 18:43:33,overcast clouds
325,Norsup,-16.0667,167.3833,81.82,81,59,10.45,VU,2021-12-10 18:43:33,broken clouds
326,Borazjan,29.2666,51.2159,69.13,66,100,1.88,IR,2021-12-10 18:43:33,overcast clouds
327,Pietarsaari,63.65,22.6833,23.9,87,100,1.99,FI,2021-12-10 18:43:33,light snow
328,Nyurba,63.2842,118.3319,-2.04,97,100,4.83,RU,2021-12-10 18:43:34,overcast clouds
329,Sao Filipe,14.8961,-24.4956,75.76,67,98,12.21,CV,2021-12-10 18:43:34,overcast clouds
330,La Ronge,55.1001,-105.2842,17.85,73,90,9.22,CA,2021-12-10 18:38:48,light snow
331,General Roca,-39.0333,-67.5833,91.62,18,0,8.25,AR,2021-12-10 18:43:35,clear sky
332,Khani,41.9563,42.9566,40.57,69,1,7.74,GE,2021-12-10 18:43:35,clear sky
333,Hamilton,39.1834,-84.5333,58.35,85,90,1.99,US,2021-12-10 18:39:15,haze
334,Avanigadda,16.0215,80.9181,73.36,91,0,5.32,IN,2021-12-10 18:43:35,light rain
335,Nishihara,26.1842,127.7558,67.28,74,75,3.44,JP,2021-12-10 18:43:36,broken clouds
336,Verkhnyaya Inta,65.9811,60.3094,5.61,94,100,17.92,RU,2021-12-10 18:43:36,light snow
337,Marawi,7.9986,124.2928,68.65,96,100,1.28,PH,2021-12-10 18:43:36,overcast clouds
338,Nagato,34.3833,131.2,48.11,77,100,4.05,JP,2021-12-10 18:43:37,overcast clouds
339,Taguatinga,-12.3857,-46.5711,80.67,80,100,4.5,BR,2021-12-10 18:43:37,overcast clouds
340,Stromness,58.965,-3.296,37.36,60,6,15.84,GB,2021-12-10 18:43:37,clear sky
341,Torbay,47.6666,-52.7314,28.58,74,20,18.41,CA,2021-12-10 18:41:07,few clouds
342,Zyryanovsk,49.7386,84.2719,-18.42,99,8,1.74,KZ,2021-12-10 18:43:38,clear sky
343,Taybad,34.74,60.7756,48.56,39,0,6.71,IR,2021-12-10 18:43:38,clear sky
344,Ishinomaki,38.4167,141.3,41.86,83,13,4.59,JP,2021-12-10 18:43:38,few clouds
345,Jablah,35.3614,35.9256,59.29,63,0,3.44,SY,2021-12-10 18:43:39,clear sky
346,Micheweni,-4.9667,39.8333,78.44,85,3,8.81,TZ,2021-12-10 18:43:39,moderate rain
347,Tevriz,57.509,72.4042,20.21,72,100,10.27,RU,2021-12-10 18:43:39,overcast clouds
348,Mildura,-34.2,142.15,55.36,58,6,6.91,AU,2021-12-10 18:36:16,clear sky
349,Byron Bay,-28.65,153.6167,64.29,72,0,11.23,AU,2021-12-10 18:43:40,clear sky
350,Tupik,54.4253,119.9327,-2.9,99,100,1.81,RU,2021-12-10 18:43:40,overcast clouds
351,Ilulissat,69.2167,-51.1,17.62,35,75,4.61,GL,2021-12-10 18:43:40,broken clouds
352,Yulara,-25.2406,130.9889,71.44,24,0,8.05,AU,2021-12-10 18:43:41,clear sky
353,Viedma,-40.8135,-62.9967,84.49,29,21,9.31,AR,2021-12-10 18:39:13,few clouds
354,Vao,-22.6667,167.4833,78.17,85,100,17.6,NC,2021-12-10 18:43:41,light rain
355,Inhambane,-23.865,35.3833,78.1,86,61,11.79,MZ,2021-12-10 18:38:29,broken clouds
356,Leningradskiy,69.3833,178.4167,-19.79,86,91,19.06,RU,2021-12-10 18:38:58,overcast clouds
357,Durres,41.3231,19.4414,42.98,76,98,16.26,AL,2021-12-10 18:40:16,overcast clouds
358,Verkhoyansk,67.5447,133.385,-36.81,98,95,1.54,RU,2021-12-10 18:43:42,overcast clouds
359,Bethel,41.3712,-73.414,52.65,64,75,1.01,US,2021-12-10 18:43:42,broken clouds
360,Gamba,-2.65,10.0,78.1,88,100,4.29,GA,2021-12-10 18:43:42,light rain
361,Saint-Pierre,-21.3393,55.4781,78.48,70,20,14.97,RE,2021-12-10 18:36:49,few clouds
362,Garowe,8.4054,48.4845,72.19,56,28,18.21,SO,2021-12-10 18:38:53,scattered clouds
363,Faridpur,23.6,89.8333,71.6,59,0,6.8,BD,2021-12-10 18:43:43,clear sky
364,Nuuk,64.1835,-51.7216,23.61,80,40,10.36,GL,2021-12-10 18:43:43,scattered clouds
365,Bonavista,48.6499,-53.1147,28.11,68,100,21.63,CA,2021-12-10 18:40:22,overcast clouds
366,Ankara,39.9199,32.8543,46.2,73,0,1.01,TR,2021-12-10 18:43:43,clear sky
367,Visby,57.6409,18.296,36.05,93,90,8.05,SE,2021-12-10 18:43:44,overcast clouds
368,Emerald,-23.5333,148.1667,69.94,61,40,6.91,AU,2021-12-10 18:43:49,scattered clouds
369,Todos Santos,23.45,-110.2167,82.0,69,100,11.36,MX,2021-12-10 18:43:50,overcast clouds
370,San Cristobal,7.7669,-72.225,71.78,59,88,1.03,VE,2021-12-10 18:38:43,overcast clouds
371,Sorland,67.667,12.6934,39.06,62,91,8.23,NO,2021-12-10 18:43:50,overcast clouds
372,Wonthaggi,-38.6044,145.5913,55.06,85,100,4.43,AU,2021-12-10 18:43:50,overcast clouds
373,Ankazoabo,-22.2833,44.5167,76.82,66,94,2.8,MG,2021-12-10 18:43:51,overcast clouds
374,Thinadhoo,0.5333,72.9333,80.85,81,100,9.48,MV,2021-12-10 18:35:41,overcast clouds
375,Palmas,-10.2128,-48.3603,85.87,66,20,5.75,BR,2021-12-10 18:43:51,few clouds
376,Mount Isa,-20.7333,139.5,69.57,18,0,5.75,AU,2021-12-10 18:43:52,clear sky
377,Mayo,38.8876,-76.5119,55.98,63,1,5.99,US,2021-12-10 18:43:52,clear sky
378,Gejiu,23.306,103.1635,45.79,95,53,3.83,CN,2021-12-10 18:43:52,broken clouds
379,Aldama,22.9167,-98.0667,83.5,58,100,14.03,MX,2021-12-10 18:43:53,overcast clouds
380,Saint-Louis,16.3333,-15.0,91.04,12,16,9.22,SN,2021-12-10 18:43:53,few clouds
381,Bonfim,3.0833,-59.95,93.15,53,100,3.74,BR,2021-12-10 18:43:53,overcast clouds
382,Mumford,5.2618,-0.759,81.21,84,10,10.16,GH,2021-12-10 18:38:00,clear sky
383,Corum,40.5,34.75,42.22,58,33,2.68,TR,2021-12-10 18:43:54,scattered clouds
384,Mehamn,71.0357,27.8492,30.38,68,0,6.91,NO,2021-12-10 18:37:39,clear sky
385,Auki,-8.7676,160.7034,78.35,89,100,5.12,SB,2021-12-10 18:43:54,overcast clouds
386,Tierralta,8.1736,-76.0592,87.37,67,97,4.34,CO,2021-12-10 18:43:54,overcast clouds
387,Saint Hubert,-20.3642,57.6383,76.86,78,40,5.75,MU,2021-12-10 18:43:55,scattered clouds
388,Manta,-0.95,-80.7333,82.18,69,40,4.61,EC,2021-12-10 18:36:56,scattered clouds
389,Gillette,44.2911,-105.5022,25.68,90,90,8.01,US,2021-12-10 18:43:55,light snow
390,Gizo,-8.103,156.8419,81.57,82,100,12.41,SB,2021-12-10 18:43:56,overcast clouds
391,Coos Bay,43.3665,-124.2179,47.14,97,75,11.5,US,2021-12-10 18:42:38,broken clouds
392,Vestmannaeyjar,63.4427,-20.2734,40.19,87,20,13.8,IS,2021-12-10 18:43:56,few clouds
393,Horodnytsya,50.807,27.3168,43.03,97,100,14.41,UA,2021-12-10 18:43:56,overcast clouds
394,Zhezkazgan,47.8043,67.7144,22.46,60,100,14.32,KZ,2021-12-10 18:38:15,overcast clouds
395,Labuhan,-6.8844,112.2051,78.28,87,100,6.8,ID,2021-12-10 18:43:57,overcast clouds
396,Salina,38.8403,-97.6114,71.19,29,1,14.97,US,2021-12-10 18:36:45,clear sky
397,Seoul,37.5683,126.9778,40.44,93,40,2.3,KR,2021-12-10 18:43:57,fog
398,Sanchor,24.7553,71.7722,65.61,27,0,9.62,IN,2021-12-10 18:43:57,clear sky
399,Mahanoro,-19.9,48.8,77.02,80,100,6.67,MG,2021-12-10 18:38:47,overcast clouds
400,Kingsville,27.5159,-97.8561,89.69,57,75,10.0,US,2021-12-10 18:43:58,broken clouds
401,Alto Paraguai,-14.5136,-56.4825,89.08,58,100,3.42,BR,2021-12-10 18:43:58,overcast clouds
402,Tabas,33.5959,56.9244,55.65,25,0,4.21,IR,2021-12-10 18:43:59,clear sky
403,Ishigaki,24.3448,124.1572,73.08,57,100,15.52,JP,2021-12-10 18:43:59,overcast clouds
404,Pokhara,28.2333,83.9833,54.05,45,0,5.57,NP,2021-12-10 18:39:02,clear sky
405,Tabou,4.423,-7.3528,80.92,80,11,8.63,CI,2021-12-10 18:37:01,few clouds
406,Ihiala,5.8538,6.8603,80.19,32,34,3.67,NG,2021-12-10 18:43:59,scattered clouds
407,Ust-Ishim,57.6935,71.1665,19.47,78,100,9.71,RU,2021-12-10 18:44:00,overcast clouds
408,Honiara,-9.4333,159.95,79.02,89,100,1.52,SB,2021-12-10 18:44:00,overcast clouds
409,Tomatlan,19.9333,-105.25,93.51,19,5,6.55,MX,2021-12-10 18:38:14,clear sky
410,Grand Gaube,-20.0064,57.6608,78.39,69,80,5.99,MU,2021-12-10 18:44:06,broken clouds
411,Linxia,35.6003,103.2064,30.52,54,100,2.66,CN,2021-12-10 18:38:13,overcast clouds
412,Bilibino,68.0546,166.4372,-34.13,99,98,1.45,RU,2021-12-10 18:37:24,overcast clouds
413,Kaeo,-35.1,173.7833,65.32,95,100,4.5,NZ,2021-12-10 18:44:07,overcast clouds
414,Ibra,22.6906,58.5334,62.58,59,49,0.78,OM,2021-12-10 18:44:07,scattered clouds
415,Kulhudhuffushi,6.6221,73.07,82.17,77,10,9.22,MV,2021-12-10 18:44:08,clear sky
416,Kamaishi,39.2667,141.8833,42.51,78,100,5.28,JP,2021-12-10 18:44:08,overcast clouds
417,Gravdal,68.1214,13.5031,35.49,64,40,4.61,NO,2021-12-10 18:44:08,scattered clouds
418,Felnac,46.1167,21.15,39.09,93,90,4.61,RO,2021-12-10 18:44:09,mist
419,Cheyenne,41.14,-104.8203,33.91,48,1,21.85,US,2021-12-10 18:42:45,clear sky
420,Kidal,18.4411,1.4078,73.31,7,100,10.92,ML,2021-12-10 18:39:29,overcast clouds
421,Okhotsk,59.3833,143.3,-12.77,86,1,9.8,RU,2021-12-10 18:39:15,clear sky
422,Sunndalsora,62.6754,8.5515,30.85,68,14,10.92,NO,2021-12-10 18:44:09,few clouds
423,Mandalgovi,45.7625,106.2708,10.27,53,67,10.4,MN,2021-12-10 18:35:39,broken clouds
424,Kirensk,57.7853,108.1119,2.46,93,100,6.35,RU,2021-12-10 18:44:10,overcast clouds
425,Pop,40.8736,71.1089,34.29,32,99,3.98,UZ,2021-12-10 18:44:10,overcast clouds
426,Ati,13.2154,18.3353,80.47,14,6,9.82,TD,2021-12-10 18:37:37,clear sky
427,Alyangula,-13.8483,136.4192,75.07,100,90,3.44,AU,2021-12-10 18:44:11,overcast clouds
428,Novikovo,51.1537,37.8879,34.21,81,99,11.07,RU,2021-12-10 18:44:11,overcast clouds
429,Anju,39.6178,125.6647,35.22,89,100,3.29,KP,2021-12-10 18:44:11,overcast clouds
430,Teguldet,57.3064,88.1667,8.49,92,100,8.68,RU,2021-12-10 18:44:12,overcast clouds
431,Yebaishou,41.3975,119.6408,28.9,49,100,3.85,CN,2021-12-10 18:44:12,overcast clouds
432,Juneau,58.3019,-134.4197,35.22,100,100,1.99,US,2021-12-10 18:42:43,snow
433,Damavand,35.7178,52.065,40.84,52,0,3.2,IR,2021-12-10 18:44:13,clear sky
434,Saint-Francois,46.4154,3.9054,38.48,91,0,5.75,FR,2021-12-10 18:44:13,clear sky
435,Westport,41.1415,-73.3579,53.91,64,75,1.01,US,2021-12-10 18:44:13,broken clouds
436,Palmer,42.1584,-72.3287,43.65,66,100,5.82,US,2021-12-10 18:44:14,overcast clouds
437,Araguaina,-7.1911,-48.2072,76.57,88,100,1.01,BR,2021-12-10 18:44:14,heavy intensity rain
438,Orbetello,42.4408,11.2196,45.79,100,90,16.11,IT,2021-12-10 18:44:14,thunderstorm with light rain
439,Tripoli,32.8752,13.1875,60.31,40,2,21.63,LY,2021-12-10 18:44:15,clear sky
440,Aksu,41.1231,80.2644,24.66,59,0,4.79,CN,2021-12-10 18:44:15,clear sky
441,Canico,32.6333,-16.85,66.7,88,40,1.99,PT,2021-12-10 18:44:15,scattered clouds
442,Darnah,32.767,22.6367,60.33,71,37,6.67,LY,2021-12-10 18:44:16,scattered clouds
443,Saint-Alexandre,44.2278,4.6214,42.37,89,100,8.75,FR,2021-12-10 18:44:16,overcast clouds
444,Puerto Baquerizo Moreno,-0.9,-89.6,74.39,78,75,18.41,EC,2021-12-10 18:38:31,broken clouds
445,San Joaquin,37.9333,-121.3011,55.54,68,1,5.75,US,2021-12-10 18:44:16,clear sky
446,Vila Velha,-20.3297,-40.2925,82.35,81,40,8.01,BR,2021-12-10 18:41:09,scattered clouds
447,Batemans Bay,-35.7167,150.1833,58.91,76,84,12.93,AU,2021-12-10 18:38:55,broken clouds
448,Acapulco,16.8634,-99.8901,85.82,70,40,9.22,MX,2021-12-10 18:44:17,scattered clouds
449,Ambon,-3.6954,128.1814,81.0,79,79,5.01,ID,2021-12-10 18:44:17,light rain
450,Foshan,23.0268,113.1315,69.1,67,1,2.1,CN,2021-12-10 18:44:18,clear sky
451,Dongsheng,39.8161,109.9776,26.15,65,90,9.46,CN,2021-12-10 18:44:18,overcast clouds
452,Mamakan,57.8161,114.0028,4.3,89,100,5.91,RU,2021-12-10 18:44:18,overcast clouds
453,Igrim,63.1906,64.4162,7.38,89,99,8.9,RU,2021-12-10 18:44:19,overcast clouds
454,Leczna,51.3012,22.8814,34.11,100,90,3.44,PL,2021-12-10 18:44:19,mist
455,Isangel,-19.55,169.2667,78.91,89,20,0.0,VU,2021-12-10 18:44:24,few clouds
456,Atbasar,51.8,68.3333,12.58,79,100,6.87,KZ,2021-12-10 18:44:25,overcast clouds
457,Nemuro,43.3236,145.575,38.61,79,100,4.25,JP,2021-12-10 18:39:14,overcast clouds
458,Belaya Gora,68.5333,146.4167,-46.37,99,66,2.98,RU,2021-12-10 18:44:25,broken clouds
459,Kambove,-10.8764,26.5969,67.64,67,97,3.11,CD,2021-12-10 18:44:25,overcast clouds
460,Balabac,7.9868,117.0645,81.39,79,99,11.72,PH,2021-12-10 18:44:26,overcast clouds
461,Waddan,29.1614,16.139,52.27,42,0,3.49,LY,2021-12-10 18:44:26,clear sky
462,Port Blair,11.6667,92.75,79.14,79,1,10.25,IN,2021-12-10 18:44:26,clear sky
463,Quzhou,28.9594,118.8686,50.07,79,0,5.08,CN,2021-12-10 18:44:27,clear sky
464,Hualmay,-11.0964,-77.6139,70.07,79,100,8.75,PE,2021-12-10 18:44:27,overcast clouds
465,Wajima,37.4,136.9,53.08,68,11,3.36,JP,2021-12-10 18:44:27,few clouds
466,Kargasok,59.0556,80.8572,19.04,77,100,15.59,RU,2021-12-10 18:44:28,overcast clouds
467,Cayenne,4.9333,-52.3333,82.44,87,90,3.0,GF,2021-12-10 18:44:28,overcast clouds
468,Baruun-Urt,46.6806,113.2792,11.61,89,100,8.03,MN,2021-12-10 18:36:43,overcast clouds
469,Akcakoca,41.0866,31.1162,55.89,57,100,9.04,TR,2021-12-10 18:44:29,overcast clouds
470,Sinnamary,5.3833,-52.95,78.62,89,100,8.86,GF,2021-12-10 18:44:29,overcast clouds
471,Lubbock,33.6001,-101.8338,68.38,36,75,17.0,US,2021-12-10 18:44:29,dust
472,Isla Mujeres,21.2311,-86.731,84.16,71,0,14.29,MX,2021-12-10 18:44:29,clear sky
473,Sola,-13.8833,167.55,77.67,100,20,0.0,VU,2021-12-10 18:44:30,few clouds
474,Myitkyina,25.3833,97.4,61.77,95,2,2.68,MM,2021-12-10 18:44:30,clear sky
475,Cienfuegos,22.1461,-80.4356,86.14,58,40,8.05,CU,2021-12-10 18:44:30,scattered clouds
476,Santa Catalina,9.3337,122.8637,77.56,91,100,7.78,PH,2021-12-10 18:44:31,overcast clouds
477,Coihaique,-45.5752,-72.0662,74.01,38,40,9.22,CL,2021-12-10 18:44:31,scattered clouds
478,Chifeng,42.2683,118.9636,29.84,50,100,5.21,CN,2021-12-10 18:44:31,overcast clouds
479,Faya,18.3851,42.4509,55.51,29,0,6.49,SA,2021-12-10 18:44:32,clear sky
480,Mattru,7.6244,-11.8332,79.48,77,55,4.54,SL,2021-12-10 18:38:14,broken clouds
481,Boca Do Acre,-8.7522,-67.3978,77.11,96,99,3.58,BR,2021-12-10 18:44:32,overcast clouds
482,Andapa,-14.65,49.65,67.32,99,97,0.54,MG,2021-12-10 18:44:32,overcast clouds
483,Areosa,41.7178,-8.8571,55.96,89,44,7.47,PT,2021-12-10 18:44:33,scattered clouds
484,Pokaran,26.9167,71.9167,61.36,25,47,7.78,IN,2021-12-10 18:44:33,scattered clouds
485,Tubuala,9.5167,-79.0333,93.33,77,8,15.46,PA,2021-12-10 18:44:33,clear sky
486,Akrata,38.15,22.3167,52.81,70,34,11.3,GR,2021-12-10 18:44:34,scattered clouds
487,Guayaramerin,-10.8368,-65.3614,89.65,62,40,6.91,BO,2021-12-10 18:44:34,scattered clouds
488,Naryan-Mar,67.6713,53.087,14.56,92,15,11.36,RU,2021-12-10 18:38:02,few clouds
489,Ostrovnoy,68.0531,39.5131,19.42,76,100,23.04,RU,2021-12-10 18:44:36,overcast clouds
490,Pochutla,15.7432,-96.4661,89.42,52,15,8.43,MX,2021-12-10 18:38:47,few clouds
491,General Artigas,-26.9333,-56.2167,93.09,23,24,3.42,PY,2021-12-10 18:44:36,few clouds
492,Teya,60.3778,92.6267,-8.36,99,100,4.38,RU,2021-12-10 18:37:41,overcast clouds
493,Qingdao,36.0986,120.3719,33.4,100,95,4.47,CN,2021-12-10 18:44:37,fog
494,Sao Miguel,-5.4667,-35.3667,88.57,63,53,15.7,BR,2021-12-10 18:44:37,broken clouds
495,Waipawa,-41.4122,175.5153,64.45,76,100,10.02,NZ,2021-12-10 18:44:37,light rain
496,North Bend,43.4065,-124.2243,47.07,97,75,11.5,US,2021-12-10 18:44:38,broken clouds
497,Iranshahr,27.2025,60.6848,61.14,16,0,0.0,IR,2021-12-10 18:38:01,clear sky
498,Vigrestad,58.5667,5.7,39.0,68,47,14.36,NO,2021-12-10 18:44:38,scattered clouds
499,Chara,56.9064,118.2631,-6.59,90,100,1.3,RU,2021-12-10 18:44:38,overcast clouds
500,Baoqing,46.3317,132.2111,25.52,94,99,6.6,CN,2021-12-10 18:44:39,overcast clouds
501,Basoko,1.2391,23.616,77.34,65,95,3.09,CD,2021-12-10 18:37:25,overcast clouds
502,Hay River,60.8156,-115.7999,-4.02,84,90,1.14,CA,2021-12-10 18:36:57,mist
503,Lagoa,39.05,-27.9833,63.5,77,12,10.58,PT,2021-12-10 18:40:53,few clouds
504,San Quintin,30.4833,-115.95,61.57,51,0,13.89,MX,2021-12-10 18:44:44,clear sky
505,Makuyuni,-4.7333,38.1,74.75,79,31,2.84,TZ,2021-12-10 18:44:45,light rain
506,Jiwani,25.05,61.7417,73.2,50,55,6.13,PK,2021-12-10 18:44:45,broken clouds
507,Sao Luiz Gonzaga,-28.4083,-54.9608,94.03,19,30,6.4,BR,2021-12-10 18:44:45,scattered clouds
508,Barcelos,41.5388,-8.6151,55.54,93,67,4.47,PT,2021-12-10 18:38:00,broken clouds
509,Luau,-10.7073,22.2247,67.41,85,72,3.6,AO,2021-12-10 18:44:46,light rain
510,Mana,5.6592,-53.7767,78.82,86,100,8.52,GF,2021-12-10 18:44:46,overcast clouds
511,Santa Rosa,14.3122,121.1114,78.12,82,23,11.27,PH,2021-12-10 18:44:46,few clouds
512,Vredendal,-31.6683,18.5012,67.21,71,100,13.35,ZA,2021-12-10 18:44:47,overcast clouds
513,Pontianak,-0.0333,109.3333,75.18,100,90,3.44,ID,2021-12-10 18:44:47,mist
514,Kavaratti,10.5669,72.642,82.08,74,82,3.51,IN,2021-12-10 18:44:47,broken clouds
515,Pasni,25.2631,63.471,72.05,53,60,6.82,PK,2021-12-10 18:44:24,broken clouds
516,Sabzevar,36.2126,57.6819,48.25,36,0,3.31,IR,2021-12-10 18:44:48,clear sky
517,Langsa,4.4683,97.9683,74.82,94,100,3.02,ID,2021-12-10 18:44:48,overcast clouds
518,Maku,39.2911,44.4521,36.61,69,0,3.0,IR,2021-12-10 18:44:49,clear sky
519,Bati,11.1833,40.0167,62.02,39,0,4.21,ET,2021-12-10 18:44:49,clear sky
520,Beausejour,50.0622,-96.5167,19.83,81,16,8.3,CA,2021-12-10 18:44:49,few clouds
521,Donskoye,45.4552,41.9741,39.33,86,7,6.29,RU,2021-12-10 18:44:49,clear sky
522,Vung Tau,10.346,107.0843,76.08,77,97,4.76,VN,2021-12-10 18:44:50,overcast clouds
